id,pca1,pca2,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,pc9,pc10,pc11,pc12,pc13,pc14,pc15,pc16,pc17,pc18,pc19,pc20,pc21,pc22,pc23,pc24,pc25,pc26,pc27,pc28,pc29,pc30,pc31,pc32,pc33,pc34,pc35,pc36,pc37,pc38,pc39,pc40,pc41,pc42,pc43,pc44,pc45,pc46,pc47,pc48,pc49,pc50,pc51,pc52,pc53,pc54,pc55,pc56,pc57,pc58,pc59,pc60,pc61,pc62,pc63,pc64,pc65,pc66,pc67,pc68,pc69,pc70,pc71,pc72,pc73,pc74,pc75,pc76,pc77,pc78,pc79,pc80,pc81,pc82,pc83,pc84,pc85,pc86,pc87,pc88,pc89,pc90,pc91,pc92,pc93,pc94,pc95,pc96,pc97,pc98,pc99,pc100,tsne1,tsne2
13mt_ZN_homo_d2.60_cluster1,3.0450121264651213,-3.2084653726774017,3.0450121264651213,-3.2084653726774017,-4.612678021600974,0.4691958585692712,1.9276727381707972,-0.5201063114059922,0.03410311845069924,-3.058197769345912,0.5786582237628138,-0.7401238478518299,3.050631730465071,-0.988755035964661,0.3000069081787024,-0.2638257254196615,1.718740044342053,0.9285996788307386,-0.07841054386407886,-1.3638128663654052,1.242702758840846,-0.48828913848155986,-1.6067614571732407,1.5479245054105535,-1.8839885859742889,-0.09273173416314845,-0.38276903891111086,2.2848573455291135,0.08031835587075364,1.096298715910622,-1.0790141122971544,2.1925085948019403,-1.8292421929747218,-0.14191951265690067,0.14924311135789084,-1.1573818707149588,0.030043979575373553,0.06006458244839009,0.6522363515786521,1.0510603825261335,1.629536096042572,-2.1208503827627205,0.48726786535633826,0.5743837684745969,1.352109261492638,-0.8625345373867828,-0.54846355537699,-0.41029720698602934,1.438182592629279,-1.843674677507163,0.8327444551434283,0.9790575713127566,0.723283495756345,0.21029736505659277,0.41093498023440755,0.45449929513605164,-0.8064816750556182,-1.1257005897224117,0.7677974961645102,0.27166586710480534,-1.6226004214905687,-0.6930873239945428,-1.1475462076225964,-1.7185166759334012,-0.506073698182882,0.645339392662397,0.8291460737077008,-0.1734868732647357,1.6631750459428867,-0.7614065127716043,-0.38962636974175807,-0.9458908251334928,-0.605340096057848,1.0124523366666622,0.3183078057704442,0.3488820375164393,0.23508471962742022,2.5899577835960397,0.5488807665273916,0.2905390997119792,-0.6789833776663784,0.27712428710402737,-0.2919403430071388,0.18809521574662474,0.15536685569339442,0.2370353069590783,-1.1337153016469963,-0.9052828894601218,1.389094653899966,0.4061530381225785,-1.11136570927412,-0.26578102154419225,0.665730927107608,0.20102575079709478,-0.5634346486455042,0.5146637681529261,-0.4267340602033519,-0.6258654887217948,-1.902620418080231,1.0362967077659493,-0.5285665407757584,0.9113903311466736,38.918331146240234,-31.598278045654297
13ni_ZN_homo_d2.60_cluster1,9.83174202110283,2.0977115758760694,9.83174202110283,2.0977115758760694,4.963117096336877,-0.2064623895763829,-4.520521392723014,1.8709464993102007,0.29278976119702405,-0.8348737344024629,-1.7858024876010075,0.32765085554840157,1.5019674350521974,-3.3438260417424983,-1.6711752922220517,2.427385570334214,0.21977171913990287,0.18312328420687135,-4.819570183324415,0.7036756873652833,0.5538631854529692,-0.3032671173416996,-0.8395457672878586,-1.317563937404475,-1.2332789527187453,-0.10808481864878722,0.9254800600415005,0.12236693292744275,-0.601866654888392,-0.6544345925676012,-1.6315521866035405,-1.8641414929955533,0.37345321890974187,0.817093346813907,0.97679825096766,-1.180145503259697,-0.9501471228590981,1.1163429340471396,-1.355893191728704,1.5130874541099586,-0.3460859238139097,0.35148048254776115,-1.169946121022624,2.4363379219445824,0.5116960332827598,1.5920052787300891,0.7073160469915907,-2.255864742410717,0.6885587278073145,-1.9035085094135793,1.0086590883494577,-1.0980544673457502,-0.7116579727915827,-0.817123006561507,-0.05260504685087532,-0.5449143240985312,1.2945762683211535,1.0758491407475048,-0.3730610941162665,-1.3368757885408455,-2.533784697704472,0.8921752550000426,-2.492345601325288,-0.22329874614723508,0.22292205562775144,-1.6988271832712432,-0.18207068697634163,0.4926039272790073,2.2623031383021517,0.8416003662739668,0.8524316112622646,-0.9727082129912747,1.4451799552277278,-0.33456857528140416,-0.6165122848402386,0.6773203426521021,0.9444295906866578,-0.2218439894363568,1.3522265357609953,0.647244694355829,-0.5181759954637701,0.8742244612469409,2.0639086040678585,1.0281841223069053,0.09319580454093093,1.7283027717758344,-1.2732373439986466,-0.9760327729104974,0.18213124877774628,0.6583215828303207,0.31622607548066434,0.9495625252520755,-0.7849561264765262,-0.33008540849678897,-1.2083754362955967,-0.6444880028979487,1.2264804669336329,0.5143752103003925,0.34777952862720124,0.33205593829903113,0.32680272425904544,0.9463211501420331,29.635711669921875,33.74030685424805
13nz_ZN_homo_d2.60_cluster1,3.2435060052001723,-0.1020750438261381,3.2435060052001723,-0.1020750438261381,-0.8016882132769224,-1.3197340190455846,-1.0432061272148343,0.5250793131119642,-1.706174067016079,4.165545841171249,-1.7605402814014874,-0.9595535599712094,0.13661327394052938,0.10137960392418935,0.4161180465220229,-1.6982332541633036,-1.4509191104538397,-0.46189669037491315,1.9536241936456242,-0.6850055859496563,1.0222560817094206,-0.5924446667893519,1.824806538895032,1.0624828242301716,2.354516654702533,0.5964495431294637,-0.3979707194602031,-0.5785431181693549,0.47205077596605693,0.19420172984714412,0.8524572029122581,1.05519363204275,0.2217788559985102,0.2911559232813595,0.8904472166364801,0.10351453473723052,1.5740980843279844,0.3211133837276266,-1.2274816180597499,-0.7106551610767257,-0.5782278217585531,-1.3825703360343835,1.0806828237034412,0.8022061105245017,-0.5720838113513155,-0.21729327765022882,-0.17475618971962598,-0.9180201323887599,0.8697344102982465,0.6656900629559468,0.5807870162565527,0.3736235816098787,-0.25127072851376436,-0.33921953319583453,-0.5151252559153388,-0.5946485495661799,0.16204799364759734,-0.3722141639830046,0.9286370921597207,0.3062200528099156,0.45249625150779765,0.4483125063615719,-1.1332006812605497,-0.2273201710686907,0.6600170929069906,0.4354473143945976,-2.015107895969268,-1.5943737684634407,-0.009639535335632906,0.9195898572913908,-0.5644116912860268,-0.4058924978587258,0.028477884515060798,-0.5121759798680653,0.6379234580480857,0.0960057717158913,0.31323991406443796,1.2158719182370414,-0.24206583586917255,0.35608063789327216,-1.2751809694531375,-0.24920152170479212,-0.09539643513323665,0.4710578452261137,0.6369512625608007,0.10904465585660644,1.1532005351877874,-0.7019519393090905,0.579043175257416,0.9417081236642492,-0.600388594459982,0.07599024675307907,0.06457779697509751,1.039629966411419,0.1989829039888357,1.7651189084904506,-1.095417251701424,0.9455485170336665,1.0828909807999638,-1.0040301718104463,-0.9410443811681298,-1.1083323669505711,52.792930603027344,3.0330281257629395
13oc_ZN_homo_d2.60_cluster1,-2.917937039165662,-1.8990693950143986,-2.917937039165662,-1.8990693950143986,0.010937738195010255,-0.63051488981339,-0.09442200528868419,-1.9836106287600108,0.8554759610580369,0.3538373569423702,-2.3815764162954567,1.7682300513272844,-5.141349046859924,-0.08084480501315207,2.51531609252718,-0.9490790190197452,-0.5867550948286749,-0.001984530489987207,-0.834647037363051,0.7561587144767757,-1.8668415195829413,-3.142320735295848,1.072715651763438,0.6677604378930752,0.42379865013975937,-1.315830939040244,-1.0830262091788294,-0.32897783788109697,1.2692139403717482,-0.34865027879518434,3.2101609662806645,0.10811952924398784,2.301557532224154,0.35827322460939626,0.5327709547936982,-2.302146147372606,-1.3689904148174588,1.1468139918113436,-2.6784246009115638,-1.6510614899336404,2.17703145763668,-2.0128605572715563,0.4403974124775802,0.4024197900737796,0.1674893651881739,-0.031814406894456235,1.255102217371009,-1.140576717391415,0.5825485465801373,-0.5960164985735722,0.5889780779471807,1.0808003919629698,0.07379589137014478,0.9820249706579761,-0.5043769060735821,1.6600713102100595,2.3889837375205727,-0.08206479552636196,0.6385288008393761,0.8557554288904312,-0.7336890956084333,-1.1782653707516226,1.6741455017914342,0.0981725031374856,-0.5275583155268491,-0.13124072638364587,-1.6851339490545225,-0.8689640960842426,-0.20692819178007787,0.8673590795794721,-1.2991345289935314,-0.5265937183485363,-1.530434374805092,1.187920860921779,-0.36737197863441806,0.469553631060008,0.12817358018590505,1.1454667650416095,1.241590464663117,0.6587744202269056,7.156652223876814e-05,0.6242476181690374,-0.1780691046233887,0.5054702644687848,-0.21714932779741505,0.0829026579200035,1.1433730653560572,-0.4811325124764894,0.41503546989553586,0.03336974285623565,0.6036752970399267,0.1257968126934614,-0.351575488507358,-0.2599808211461076,-0.3774488780751768,0.023405152269312657,0.1170227537635751,0.8093531294673245,0.15954673557012097,1.4239100481149936,-0.2879710818343219,-0.07447850909113027,-8.184340476989746,2.6109366416931152
13sb_ZN_homo_d2.60_cluster2,-2.810042063259378,-2.3255209647581188,-2.810042063259378,-2.3255209647581188,1.569340983248647,3.5014058067947955,-0.9829477344649087,1.3499223496254031,3.103330051273857,0.19533102327047205,2.2335596242578664,-0.21179094853967864,0.06761926163115371,-0.20094705267076113,-1.052023926960394,-0.35912711072972414,1.6247975797999723,-0.31094035852749846,-0.24506252853937532,0.3143226042506607,3.2263899848434106,0.8249006048830269,1.305081933314569,0.18005777798413894,0.2792607730903274,-1.1938214831127372,0.8408775673251415,-0.015303041937042704,0.15983221244538617,-0.8511897852215915,-1.4175265568198436,1.025057474959083,-1.084103746746131,0.341189116374824,-0.19110598052574895,0.7449116265507106,-0.1523425548269742,-0.30700442082983287,-0.21665738337583232,-0.9025825453050665,0.4834329773188438,-1.9883674460514082,-1.1514708615052192,-0.6467549146148376,0.24942591026565403,0.5408916175999954,-0.6721517284978648,0.10367814998045775,0.3302394890750768,-0.3374062338375811,0.5287385922107443,-0.6408167023568634,-1.089833663395328,0.027582717775668803,0.7045446136110535,0.28427061349846994,0.6766982468007651,0.41462188252637183,-1.32694980798284,1.0628891457796847,0.07085320126322939,0.2398033879221611,-0.567443430723554,0.5236652829864195,-0.0008793926038330889,0.31764768607175337,1.8306007790800976,-0.5720255366674283,-0.3320460088587353,0.335430281942685,0.14706150828454853,-0.43372152898784455,0.17966360613718318,0.19451947485517482,0.9199918716309057,1.1053283115570163,-0.15787272849178108,-0.3456718086565177,0.301753456454172,1.2257882558560331,0.557131249910589,-0.008276037804732447,0.08637719173449245,0.45029445206373103,0.5126955497701731,-0.767812264906418,-0.4071080558926314,-1.5883286412457809,0.22048621815729402,0.7098437211724304,-1.0303970969495175,-0.3582481697359168,-0.23073734184558156,0.3529573044408477,-0.26533916692589027,-0.3755869344634163,0.23496012220446763,-1.205039402044498,-0.038950912663416,-0.7642753414611588,0.14114543965914786,0.5455290422270064,-26.62247657775879,-7.934234142303467
13sb_ZN_homo_d2.60_cluster4,6.566657032206439,-1.9038093575110913,6.566657032206439,-1.9038093575110913,-3.0194282931681387,0.5541352673289837,-0.4270248159869337,3.0849146158613907,-2.3668695070564,4.32304414932802,-1.6665310690182,-1.5621476248764326,0.6598956197206991,0.28701233673981286,-0.5123637704590843,0.4531114202531634,-1.6394141446051524,-0.5873945057335912,-0.28550171150324827,-1.2967796490659986,2.0284736885361907,-1.4773325592720672,-0.6796059613869168,0.7421190220147726,-0.42578989984119187,-0.19999204222581252,0.6236109754623367,1.2573312194514794,0.03291984598178398,1.535750098374124,-2.0054865514059586,0.7058564762715697,-2.4328221098294054,-2.1087884905535024,-0.6938204116183492,-0.0661898859933275,0.7311929137167783,-0.829609745970705,-0.7740243882518631,1.2284766407094412,0.9958482059264274,-0.7750611611664906,1.136898892999942,-0.572216615911756,0.5505349466157375,-0.8261924421972421,0.6821161771345338,0.38252809838542146,-0.10088617242792723,-1.3575505353532595,-0.2748123465015912,-0.7189438354776388,-1.0308551311406706,0.355895326681679,-0.030498869651842984,0.5625325360126094,-0.10953749121603662,0.5430686526467929,1.1606069049678998,1.2921613674514065,-0.9528695252379231,-0.44800042746345536,1.0186693954611283,-1.7526155099365106,0.6315222837409844,-0.6284230454214437,0.09899841962939646,1.1102384812205426,-0.6378332057663664,-1.4786950458258783,0.2635586903507898,-0.32132262055854066,0.2667338269081611,0.39987478029055484,-0.3931302793957825,-0.04817295672909123,0.3867764740388576,1.5861057533799352,0.2733305316899282,-0.04449961169812861,-0.043890965976355056,0.03692801218166385,-0.4050188164347747,0.1040845216800461,-0.16403272083858933,0.3963249701822222,0.3065998611908835,0.730958198795094,0.18909937611791933,0.16226741657963378,-0.041821343636522235,0.6085357624452923,0.503444253672978,0.37304662324293597,-0.3205051469639021,-0.2641661207114174,0.6472045090295537,-0.3252637682240631,0.5356723001015365,-0.06568444425598005,0.23727526789472383,0.016305475032912933,44.041744232177734,-8.98544692993164
13sb_ZN_homo_d2.60_cluster6,7.051369525456089,-1.3678876658916155,7.051369525456089,-1.3678876658916155,-2.4243520295911707,0.6163357730494179,0.030333583095920658,1.7862209264127007,-1.3724373859459607,3.5757004648846937,-0.3766208952757965,-2.008325568683907,-2.6278333933971094,0.23506612076076366,0.6419652925121642,2.364018891759439,0.583054713148889,1.6412185395048415,0.4577296507388213,1.355868628914754,1.0642114589140474,0.22034738687898933,1.0398104225999296,0.9779739899707675,1.6379553039814256,0.43578718704490726,1.3288271881230171,0.09913915006821024,-0.5191346743020259,1.289342579247086,0.4571998587772084,0.14640018736670762,-1.7194517324308707,0.09088549283554537,0.6002041095693373,1.9342069148630623,1.0146059518289892,-1.3082816439440976,-0.08716608784970106,-0.657346707061199,0.3211781131563742,0.767743532369135,-0.3443284422558323,0.5345246968045227,-1.4240074819170234,-0.41627994904061494,0.7049793168491667,0.2608426215920986,-0.5563635395673648,0.10647895168836691,0.2178904091091517,0.3598700526752576,-0.06964794874772903,0.9165543050185674,-0.9177611013117793,-0.7594701082955339,0.9431313671982053,-0.07359869966721584,-0.7442591402595962,0.37115405600247986,-0.03628758732796225,-1.6195960075503764,0.4540816609329971,-1.488238478252576,-0.13126763080390277,-1.743096860889295,0.6839928446012266,-0.4273782192038477,-0.12489641762955013,-0.30603669882272017,0.8845566550383281,-0.19863753901839667,-0.36041434641241576,0.37207330854409404,-0.23969679436750074,0.08957258002195695,-0.09052341866405779,0.3490535309366031,0.04026438274873552,0.5010555265999248,0.9848346656575193,-0.8089321643548756,-0.3400501850341206,-0.11852669639724814,-0.13226255159952302,0.7115862999584733,0.6253406078912623,0.35440883087546127,-0.8506097774348071,-0.5863869529390348,0.16357405487170604,-0.2680794802629618,0.07160298886450696,0.43220111809979156,-0.1506751876034807,0.12906324447325085,0.4261129974093512,-0.0485963957685024,0.4567024220663373,0.2740133502749407,-0.0015485998698336833,-0.10293513266609483,43.138038635253906,-1.5288076400756836
13sb_ZN_homo_d2.60_cluster8,-3.0803759370445145,-2.177549744912874,-3.0803759370445145,-2.177549744912874,1.517773291477721,4.564319538827085,-1.1214253251917956,0.044179514432004525,2.9384730675178528,1.3050200054922674,1.0347390872017024,0.6703622030674674,1.3626233258953155,0.48974947413046116,-0.6639280841179375,-1.4095242856871824,0.940796015222834,-0.05574771426047259,0.786304309769172,0.5448478861843615,2.0488381081559,-0.6406095165665865,-0.6261747059795993,0.46377876967725024,-0.3236238757705095,0.142431513420858,0.3339077929713442,-0.6581246435733694,-0.15275072159572428,0.1596015677669755,-2.743518126927152,1.5233087602875535,-0.39267006433472457,-1.0939384310924642,0.27878884295086187,-0.35347197938450914,0.9592336177335792,0.5863954546395637,0.14500697753136282,-0.40063174843180793,0.7394019081589494,1.236856721804063,-0.6865429781820089,-1.5526380246263785,0.9069104348838661,-0.3403853100888785,-0.3585810602906047,-1.7145469000699016,1.004874856666263,1.2349865554788424,-0.8509144153121934,0.6740911674895088,0.5155644785582736,0.7417513314517086,-0.01491411236040618,0.48340576057959833,0.8325518039727794,0.0439264538876554,-0.06038954584619891,0.41825754869008624,-1.559335011218102,0.6639747218736229,-0.42709868164110665,0.7187956805414497,-0.38614229405672784,-0.72182941659407,-0.6196245957683494,-0.2812868403896888,-0.038055601410657204,0.30462611919748706,0.9967769681584492,-0.4660768277609844,1.0939708794997385,0.2551589375998376,0.3028553387252183,0.7227522320248561,0.16859440251139826,-0.055149105340460684,-0.2952317450258545,0.1715835117318214,0.08794146211257206,-0.12430933985967749,0.18793194103981423,-0.21492235812388485,-0.422236865364291,-0.02562738539982039,0.5552279062852524,0.5827702198460131,-0.07073658990616759,0.2806289731200653,-0.26665840197311225,-0.3597469145641435,0.3120499696503983,-0.14124731975045307,0.1737758115622736,-0.3478768423189961,0.0848033287484744,0.4456865652321698,0.38855284261397893,0.04498077897482191,0.43090485903266473,0.3556717703181616,-22.579877853393555,-14.80504322052002
13sc_ZN_homo_d2.60_cluster2,5.087208004221427,-2.082965301624503,5.087208004221427,-2.082965301624503,-4.913949665718053,0.9332647899300391,2.2082548976772625,-0.7365362829353932,-2.4586957965871172,-1.3942546661343893,0.6048152537410956,0.8770883115708457,-0.9464656118023528,2.0798202734623987,1.3190268293772411,2.0926781656556543,1.9708827510882412,-0.4820934651151544,0.3021116044810057,0.5823180030570612,-0.9025242496867794,0.3990629681557314,-0.4912179576674021,0.4642353819880772,0.7870208419456979,-0.8884248579883491,1.205285419458625,-0.176768760384819,0.09557449761348849,0.6251874887090358,-1.6076128813619721,-0.31463145248351027,1.2600918645878647,-0.9424309124295975,1.2682741084822746,-0.04675369262542306,-0.1627885280121911,-1.6832892960865913,0.002310904397695074,-0.9126530121520392,-0.7165793411913998,-0.3594338835560119,-0.7715411800280191,1.3391238622589479,0.7755654744199614,0.12774587873543783,-0.913266588270572,0.7544704866920682,-1.3354053839786515,-2.157213450942518,0.2982188787301048,-0.6502432906849266,1.1868858595188638,-0.8940840796137354,0.6556758457430565,-0.6631002465527253,-0.04496753847745217,0.22585158470435762,0.6271383001556418,-1.0105310651297892,0.4758254347681801,0.3797832224445285,-0.3306905819370794,-0.5927821940454391,0.23002859375164492,-0.015732301799524073,-0.4460294537268172,0.817597077601634,-0.5481769409627322,0.6149035533488648,0.16952250866844812,0.7410261415048621,1.3180652943792814,-1.0575217110869648,-1.335511920736931,0.13758352436126417,-0.08717754772415072,-0.696236895835851,0.3147453408875997,-0.45401259326558735,-0.21033381877386165,-0.1026475162930842,-0.9631050489001048,0.8867156631670557,-0.4181735213517724,0.29397463900886067,-0.000634987532143922,-0.4043952557016958,-0.26394131509127255,0.15228160011157038,0.8043618575630919,-0.35802961882448475,0.39098455330727866,-0.12537074327359823,0.18629986895237355,0.7797375886232876,-0.1955384425956541,0.409338145510261,0.36570271796427173,-0.20556823575541378,0.29239628566084713,0.2908985114625321,27.903438568115234,-39.23311996459961
13sc_ZN_homo_d2.60_cluster4,6.032581718927782,-2.37531816100554,6.032581718927782,-2.37531816100554,-4.667201506954194,2.2020232739544143,2.2304924929317336,0.9466469230210108,-2.3935232385196437,-1.1691378889896924,3.244093962193411,1.0423173865880824,-0.7918912354858821,-0.27990224463934565,4.245636479571956,1.1446866453074103,-0.47134374447114885,-0.8902797492809458,-2.2405239781732136,2.1493063253170854,0.9798142103944177,0.20157188949305244,0.5676572541330774,0.6904657917640264,0.6445209182372044,-0.10190384624388442,1.7305136813152657,-1.990770899047695,-1.4469657659741924,-1.247368704609412,0.47636110661753744,-0.42923050388374867,-0.028648968214048,-0.4693785525597593,0.9228348067466069,-0.6061326519697643,0.0750124559979158,-0.3613973157162552,0.6100121650717358,-0.9463090693532377,0.007069201857429426,0.2970477117780631,-0.5484341039559327,-0.6982554316948035,-0.29189197945356893,-1.052329242370555,-0.3584684030630314,-0.6785416070256735,-2.011755539982628,0.4473561846099002,0.1059654036710397,-1.0377832492012933,0.12171855132741712,0.31848946398218897,0.9458209783863395,0.027164445635877266,-0.6567445123685934,-0.16878332583106112,0.3706423082460103,-0.3028222193171796,-1.0755245999672913,-0.6082692626379901,-0.12803635348894374,0.31125197123295373,-0.22775532078960928,-0.31294337853200954,0.5967401865474468,1.2088608731278077,-1.148821007169943,-0.011506304895733855,0.5237920541000701,-0.4831851149192669,0.15145878812339827,0.09389985499013373,0.18271031746371516,-0.1193628939525036,-0.16660444120308598,0.4073094255224116,0.3415763566802832,0.48776161296901355,0.324370349799923,-0.368873104463719,0.0697879913196038,-0.6807326010698929,-0.021824199969688558,-0.18748411487442812,-0.04586740210152158,0.928679260837089,-0.17428061309329343,0.8380124944193085,0.8294464948231852,0.37292672192188125,0.033823916667945465,-0.6108694814351927,0.2944326059640342,-0.5057975349434274,0.1540307755752981,-0.2076131623387506,0.5071708008181408,0.38083443055549776,0.04618916526915619,-0.08195419700724883,27.2371883392334,-54.89847183227539
